station_complex_id,borough,routes,payment_method,latitude,longitude,ridership,transfers,region,ridership_percap,transfers_percap
B018,Brooklyn,['Q'],metrocard,40.640926361083984,-73.9638900756836,2,0,SW,7.720469589842333e-07,0.0
B019,Brooklyn,"['Q', 'B']",metrocard,40.63508224487305,-73.9627914428711,11,0,SW,4.246258274413283e-06,0.0
B019,Brooklyn,"['Q', 'B']",omny,40.63508224487305,-73.9627914428711,1,0,SW,3.8602347949211665e-07,0.0
B020,Brooklyn,['Q'],metrocard,40.62926864624024,-73.96163940429688,14,0,SW,5.404328712889633e-06,0.0
B020,Brooklyn,['Q'],omny,40.62926864624024,-73.96163940429688,5,0,SW,1.9301173974605833e-06,0.0
B021,Brooklyn,['Q'],metrocard,40.625038146972656,-73.96080017089844,54,0,SW,2.08452678925743e-05,0.0
B021,Brooklyn,['Q'],omny,40.625038146972656,-73.96080017089844,13,1,SW,5.0183052333975165e-06,3.8602347949211665e-07
B022,Brooklyn,['Q'],metrocard,40.617618560791016,-73.95939636230469,5,0,SW,1.9301173974605833e-06,0.0
B022,Brooklyn,['Q'],omny,40.617618560791016,-73.95939636230469,4,0,SW,1.5440939179684666e-06,0.0
B024,Brooklyn,"['Q', 'B']",metrocard,40.60866928100586,-73.95773315429688,2806,235,SW,0.0010831818834548792,9.07155176806474e-05
B024,Brooklyn,"['Q', 'B']",omny,40.60866928100586,-73.95773315429688,1625,170,SW,0.0006272881541746896,6.562399151365982e-05
B025,Brooklyn,['Q'],metrocard,40.59930038452149,-73.9559326171875,1207,94,SW,0.00046593033974698476,3.628620707225896e-05
B025,Brooklyn,['Q'],omny,40.59930038452149,-73.9559326171875,735,82,SW,0.0002837272574267057,3.1653925318353566e-05
B026,Brooklyn,['Q'],metrocard,40.595245361328125,-73.95516204833984,828,7,SW,0.0003196274410194726,2.7021643564448164e-06
B026,Brooklyn,['Q'],omny,40.595245361328125,-73.95516204833984,574,2,SW,0.00022157747722847495,7.720469589842333e-07
B027,Brooklyn,"['Q', 'B']",metrocard,40.58689498901367,-73.95415496826172,2223,99,SW,0.0008581301949109753,3.821632446971955e-05
B027,Brooklyn,"['Q', 'B']",omny,40.58689498901367,-73.95415496826172,1626,85,SW,0.0006276741776541817,3.281199575682991e-05
B029,Brooklyn,"['Q', 'B']",metrocard,40.57762145996094,-73.96137237548828,2791,76,SW,0.0010773915312624976,2.9337784441400865e-05
B029,Brooklyn,"['Q', 'B']",omny,40.57762145996094,-73.96137237548828,1878,49,SW,0.0007249520944861951,1.8915150495113714e-05
B032,Brooklyn,['Q'],metrocard,40.57631301879883,-73.96849822998047,739,15,SW,0.0002852713513446742,5.790352192381749e-06
B032,Brooklyn,['Q'],omny,40.57631301879883,-73.96849822998047,491,12,SW,0.00018953752843062926,4.632281753905399e-06
C008,Brooklyn,"['R', 'Q', 'B']",metrocard,40.69063568115234,-73.98182678222656,2690,99,SW,0.0010384031598337938,3.821632446971955e-05
C008,Brooklyn,"['R', 'Q', 'B']",omny,40.69063568115234,-73.98182678222656,3097,148,SW,0.0011955147159870851,5.7131474964833264e-05
C010,Brooklyn,['R'],metrocard,40.67731475830078,-73.98310852050781,1673,9,SW,0.0006458172811903111,3.4742113154290495e-06
C010,Brooklyn,['R'],omny,40.67731475830078,-73.98310852050781,2754,12,SW,0.0010631086625212892,4.632281753905399e-06
C012,Brooklyn,"['F', 'R', 'G']",metrocard,40.67084884643555,-73.9883041381836,2786,97,SW,0.0010754614138650369,3.7444277510735314e-05
C012,Brooklyn,"['F', 'R', 'G']",omny,40.67084884643555,-73.9883041381836,4725,115,SW,0.001823960940600251,4.4392700141593415e-05
C014,Brooklyn,['R'],metrocard,40.66541290283203,-73.99287414550781,1227,9,SW,0.0004736508093368271,3.4742113154290495e-06
C014,Brooklyn,['R'],omny,40.66541290283203,-73.99287414550781,1769,9,SW,0.0006828755352215544,3.4742113154290495e-06
C016,Brooklyn,['R'],metrocard,40.66039657592773,-73.99809265136719,1178,5,SW,0.0004547356588417134,1.9301173974605833e-06
C016,Brooklyn,['R'],omny,40.66039657592773,-73.99809265136719,1201,8,SW,0.0004636141988700321,3.088187835936933e-06
C018,Brooklyn,"['N', 'R', 'D']",metrocard,40.65514373779297,-74.00354766845703,4341,103,SW,0.0016757279244752784,3.976041838768801e-05
C018,Brooklyn,"['N', 'R', 'D']",omny,40.65514373779297,-74.00354766845703,4267,120,SW,0.0016471621869928617,4.632281753905399e-05
C019,Brooklyn,['R'],metrocard,40.6489372253418,-74.010009765625,2465,12,SW,0.0009515478769480675,4.632281753905399e-06
C019,Brooklyn,['R'],omny,40.6489372253418,-74.010009765625,1874,10,SW,0.0007234080005682266,3.860234794921167e-06
C020,Brooklyn,['R'],metrocard,40.64506912231445,-74.01403045654297,2611,27,SW,0.0010079073049539164,1.042263394628715e-05
C020,Brooklyn,['R'],omny,40.64506912231445,-74.01403045654297,1662,23,SW,0.0006415710229158979,8.878540028318682e-06
C021,Brooklyn,"['N', 'R']",metrocard,40.641361236572266,-74.01788330078125,3979,36,SW,0.001535987424899132,1.3896845261716198e-05
C021,Brooklyn,"['N', 'R']",omny,40.641361236572266,-74.01788330078125,2098,45,SW,0.0008098772599744607,1.7371056577145248e-05
C023,Brooklyn,['R'],metrocard,40.63496780395508,-74.02337646484375,2302,81,SW,0.0008886260497908524,3.1267901838861446e-05
C023,Brooklyn,['R'],omny,40.63496780395508,-74.02337646484375,1722,63,SW,0.0006647324316854248,2.431947920800335e-05
C024,Brooklyn,['R'],metrocard,40.62974166870117,-74.0255126953125,1387,24,SW,0.0005354145660555658,9.264563507810799e-06
C024,Brooklyn,['R'],omny,40.62974166870117,-74.0255126953125,1356,27,SW,0.0005234478381913101,1.042263394628715e-05
C025,Brooklyn,['R'],metrocard,40.62268829345703,-74.02839660644531,3228,578,SW,0.0012460837918005525,0.0002231215711464434
C025,Brooklyn,['R'],omny,40.62268829345703,-74.02839660644531,2177,411,SW,0.0008403731148543379,0.00015865565007125993
C027,Brooklyn,['R'],metrocard,40.61662292480469,-74.03087615966797,1314,18,SW,0.0005072348520526413,6.948422630858099e-06
C027,Brooklyn,['R'],omny,40.61662292480469,-74.03087615966797,1188,13,SW,0.00045859589363663454,5.0183052333975165e-06
D002,Brooklyn,['N'],metrocard,40.63506317138672,-74.01171875,4250,86,SW,0.0016405997878414956,3.319801923632203e-05
D002,Brooklyn,['N'],omny,40.63506317138672,-74.01171875,1625,32,SW,0.0006272881541746896,1.2352751343747733e-05
D003,Brooklyn,['N'],metrocard,40.631385803222656,-74.0053482055664,2049,27,SW,0.000790962109479347,1.042263394628715e-05
D003,Brooklyn,['N'],omny,40.631385803222656,-74.0053482055664,1325,28,SW,0.0005114811103270545,1.0808657425779266e-05
D008,Brooklyn,['N'],metrocard,40.62067031860352,-73.99041748046875,1805,79,SW,0.0006967723804832706,3.0495854879877214e-05
D008,Brooklyn,['N'],omny,40.62067031860352,-73.99041748046875,884,37,SW,0.0003412447558710311,1.4282868741208316e-05
D009,Brooklyn,['N'],metrocard,40.617408752441406,-73.98502349853516,1292,6,SW,0.0004987423355038147,2.3161408769526997e-06
D009,Brooklyn,['N'],omny,40.617408752441406,-73.98502349853516,573,4,SW,0.00022119145374898284,1.5440939179684666e-06
D010,Brooklyn,['N'],metrocard,40.61181640625,-73.98184967041016,2456,108,SW,0.0009480736656326384,4.16905357851486e-05
D010,Brooklyn,['N'],omny,40.61181640625,-73.98184967041016,1114,67,SW,0.00043003015615421795,2.5863573125971814e-05
D012,Brooklyn,['N'],metrocard,40.60392379760742,-73.98035430908203,2041,97,SW,0.00078787392164341,3.7444277510735314e-05
D012,Brooklyn,['N'],omny,40.60392379760742,-73.98035430908203,835,64,SW,0.00032232960537591736,2.4705502687495465e-05
D015,Brooklyn,['N'],metrocard,40.59747314453125,-73.97913360595703,1845,274,SW,0.0007122133196629551,0.00010577043338083996
D015,Brooklyn,['N'],omny,40.59747314453125,-73.97913360595703,683,128,SW,0.00026365403649311565,4.941100537499093e-05
D016,Brooklyn,['N'],metrocard,40.59272003173828,-73.97823333740234,839,45,SW,0.00032387369929388584,1.7371056577145248e-05
D016,Brooklyn,['N'],omny,40.59272003173828,-73.97823333740234,331,48,SW,0.0001277737717118906,1.8529127015621597e-05
E001,Brooklyn,['D'],metrocard,40.64629364013672,-73.99432373046875,2039,56,SW,0.0007871018746844258,2.161731485155853e-05
E001,Brooklyn,['D'],omny,40.64629364013672,-73.99432373046875,1156,55,SW,0.0004462431422928868,2.1231291372066415e-05
E003,Brooklyn,['D'],metrocard,40.64091491699219,-73.99430084228516,983,2,SW,0.00037946108034075064,7.720469589842333e-07
E003,Brooklyn,['D'],omny,40.64091491699219,-73.99430084228516,568,6,SW,0.00021926133635152224,2.3161408769526997e-06
E004,Brooklyn,['D'],metrocard,40.636260986328125,-73.99478912353516,663,32,SW,0.0002559335669032733,1.2352751343747733e-05
E004,Brooklyn,['D'],omny,40.636260986328125,-73.99478912353516,434,19,SW,0.00016753419009957863,7.334446110350216e-06
E005,Brooklyn,['D'],metrocard,40.63143539428711,-73.99547576904297,355,5,SW,0.00013703833521970141,1.9301173974605833e-06
E005,Brooklyn,['D'],omny,40.63143539428711,-73.99547576904297,175,7,SW,6.755410891112041e-05,2.7021643564448164e-06
E006,Brooklyn,"['N', 'D']",metrocard,40.62647247314453,-73.99635314941406,1465,21,SW,0.0005655243974559508,8.10649306933445e-06
E006,Brooklyn,"['N', 'D']",omny,40.62647247314453,-73.99635314941406,749,13,SW,0.00028913158613959534,5.0183052333975165e-06
E009,Brooklyn,['D'],metrocard,40.619590759277344,-73.99886322021484,1611,5,SW,0.0006218838254617999,1.9301173974605833e-06
E009,Brooklyn,['D'],omny,40.619590759277344,-73.99886322021484,807,6,SW,0.0003115209479501381,2.3161408769526997e-06
E011,Brooklyn,['D'],metrocard,40.613502502441406,-74.0006103515625,1905,11,SW,0.0007353747284324822,4.246258274413283e-06
E011,Brooklyn,['D'],omny,40.613502502441406,-74.0006103515625,930,3,SW,0.00035900183592766846,1.1580704384763498e-06
E012,Brooklyn,['D'],metrocard,40.60795211791992,-74.00173950195312,2040,86,SW,0.0007874878981639179,3.319801923632203e-05
E012,Brooklyn,['D'],omny,40.60795211791992,-74.00173950195312,1021,55,SW,0.0003941299725614511,2.1231291372066415e-05
E013,Brooklyn,['D'],metrocard,40.60455703735352,-73.9981689453125,1640,25,SW,0.0006330785063670712,9.650586987302915e-06
E013,Brooklyn,['D'],omny,40.60455703735352,-73.9981689453125,983,16,SW,0.00037946108034075064,6.176375671873866e-06
E014,Brooklyn,['D'],metrocard,40.60187530517578,-73.99372863769531,2569,216,SW,0.0009916943188152476,8.33810715702972e-05
E014,Brooklyn,['D'],omny,40.60187530517578,-73.99372863769531,1211,106,SW,0.00046747443366495324,4.0918488826164365e-05
E015,Brooklyn,['D'],metrocard,40.59770584106445,-73.98683166503906,1521,84,SW,0.0005871417123075094,3.24259722773378e-05
E015,Brooklyn,['D'],omny,40.59770584106445,-73.98683166503906,694,44,SW,0.0002679002947675289,1.6985033097653132e-05
E016,Brooklyn,['D'],metrocard,40.58884048461914,-73.9837646484375,832,2,SW,0.00032117153493744106,7.720469589842333e-07
E016,Brooklyn,['D'],omny,40.58884048461914,-73.9837646484375,365,3,SW,0.00014089857001462256,1.1580704384763498e-06
G009,Brooklyn,"['F', 'N', 'Q', 'D']",metrocard,40.577423095703125,-73.98123168945312,7284,401,SW,0.0028117950246205775,0.00015479541527633876
G009,Brooklyn,"['F', 'N', 'Q', 'D']",omny,40.577423095703125,-73.98123168945312,3644,193,SW,0.001406669559269273,7.450253154197851e-05
G011,Brooklyn,"['F', 'Q']",metrocard,40.57612609863281,-73.97593688964844,1075,12,SW,0.0004149752404540254,4.632281753905399e-06
G011,Brooklyn,"['F', 'Q']",omny,40.57612609863281,-73.97593688964844,942,7,SW,0.00036363411768157384,2.7021643564448164e-06
H006,Manhattan,['L'],metrocard,40.73284912109375,-73.98612213134766,1540,51,NW,0.0009647472581444402,3.194942218530289e-05
H006,Manhattan,['L'],omny,40.73284912109375,-73.98612213134766,5127,91,NW,0.0032118566185107434,5.700779252671692e-05
H007,Manhattan,['L'],metrocard,40.730953216552734,-73.98162841796875,4838,91,NW,0.0030308098927940273,5.700779252671692e-05
H007,Manhattan,['L'],omny,40.730953216552734,-73.98162841796875,16459,275,NW,0.010310892936233338,0.00017227629609722146
H009,Brooklyn,['L'],metrocard,40.71730422973633,-73.95687103271484,7862,48,SW,0.003034916595767021,1.8529127015621597e-05
H009,Brooklyn,['L'],omny,40.71730422973633,-73.95687103271484,27843,184,SW,0.010748051739499003,7.102832022654946e-05
H012,Brooklyn,"['G', 'L']",metrocard,40.71406173706055,-73.95027160644531,3899,41,SW,0.0015051055465397627,1.5826962659176783e-05
H012,Brooklyn,"['G', 'L']",omny,40.71406173706055,-73.95027160644531,12140,110,SW,0.004686325041034296,4.246258274413283e-05
H013,Brooklyn,['L'],metrocard,40.71456527709961,-73.94405364990234,1777,43,SE,0.0006859637230574912,1.6599009618161016e-05
H013,Brooklyn,['L'],omny,40.71456527709961,-73.94405364990234,5042,62,SE,0.001946330383599252,2.3933455728511233e-05
H015,Brooklyn,['L'],metrocard,40.7119255065918,-73.94066619873047,1425,90,SE,0.0005500834582762661,3.4742113154290497e-05
H015,Brooklyn,['L'],omny,40.7119255065918,-73.94066619873047,2460,187,SE,0.0009496177595506069,7.21863906650258e-05
H017,Brooklyn,['L'],metrocard,40.707740783691406,-73.93984985351562,1838,4,SE,0.0007095111553065104,1.5440939179684666e-06
H017,Brooklyn,['L'],omny,40.707740783691406,-73.93984985351562,4682,16,SE,0.00180736193098209,6.176375671873866e-06
H019,Brooklyn,['L'],metrocard,40.706153869628906,-73.93314361572266,1757,2,SE,0.0006782432534676489,7.720469589842333e-07
H019,Brooklyn,['L'],omny,40.706153869628906,-73.93314361572266,4932,20,SE,0.0019038678008551193,7.720469589842333e-06
H022,Brooklyn,['L'],metrocard,40.70660781860352,-73.92291259765625,2400,17,SE,0.0009264563507810799,6.562399151365983e-06
H022,Brooklyn,['L'],omny,40.70660781860352,-73.92291259765625,5878,29,SE,0.0022690460124546617,1.1194680905271382e-05
H023,Brooklyn,['L'],metrocard,40.70381164550781,-73.91842651367188,2882,55,SE,0.0011125196678962801,2.1231291372066415e-05
H023,Brooklyn,['L'],omny,40.70381164550781,-73.91842651367188,5961,183,SE,0.0023010859612525073,7.064229674705734e-05
H026,Brooklyn,"['M', 'L']",metrocard,40.69981384277344,-73.91158294677734,5899,315,SE,0.002277152505523996,0.00012159739604001673
H026,Brooklyn,"['M', 'L']",omny,40.69981384277344,-73.91158294677734,7482,417,SE,0.0028882276735600165,0.00016097179094821265
H028,Brooklyn,['L'],metrocard,40.69560241699219,-73.90408325195312,1470,15,SE,0.0005674545148534114,5.790352192381749e-06
H028,Brooklyn,['L'],omny,40.69560241699219,-73.90408325195312,2632,62,SE,0.001016013798023251,2.3933455728511233e-05
H032,Brooklyn,['L'],metrocard,40.68876266479492,-73.90404510498047,943,0,SE,0.00036402014116106596,0.0
H032,Brooklyn,['L'],omny,40.68876266479492,-73.90404510498047,1854,1,SE,0.0007156875309783842,3.8602347949211665e-07
H033,Brooklyn,['L'],metrocard,40.68283081054688,-73.9052505493164,665,0,SE,0.00025670561386225755,0.0
H033,Brooklyn,['L'],omny,40.68283081054688,-73.9052505493164,1052,2,SE,0.0004060967004257067,7.720469589842333e-07
H035,Brooklyn,['L'],metrocard,40.67534637451172,-73.9030990600586,402,15,SE,0.00015518143875583088,5.790352192381749e-06
H035,Brooklyn,['L'],omny,40.67534637451172,-73.9030990600586,393,15,SE,0.00015170722744040183,5.790352192381749e-06
H037,Brooklyn,['L'],metrocard,40.66936874389648,-73.9019775390625,532,6,SE,0.00020536449108980604,2.3161408769526997e-06
H037,Brooklyn,['L'],omny,40.66936874389648,-73.9019775390625,272,5,SE,0.00010499838642185572,1.9301173974605833e-06
H038,Brooklyn,['L'],metrocard,40.664039611816406,-73.90057373046875,783,116,SE,0.0003022563844423273,4.477872362108553e-05
H038,Brooklyn,['L'],omny,40.664039611816406,-73.90057373046875,522,195,SE,0.0002015042562948849,7.527457850096275e-05
H039,Brooklyn,['L'],metrocard,40.65873336791992,-73.89923095703125,886,65,SE,0.00034201680283001536,2.509152616698758e-05
H039,Brooklyn,['L'],omny,40.65873336791992,-73.89923095703125,423,65,SE,0.00016328793182516534,2.509152616698758e-05
H040,Brooklyn,['L'],metrocard,40.65057373046875,-73.89948272705078,629,6,SE,0.00024280876860054135,2.3161408769526997e-06
H040,Brooklyn,['L'],omny,40.65057373046875,-73.89948272705078,368,13,SE,0.00014205664045309892,5.0183052333975165e-06
H041,Brooklyn,['L'],metrocard,40.64665222167969,-73.90184783935547,984,45,SE,0.00037984710382024276,1.7371056577145248e-05
H041,Brooklyn,['L'],omny,40.64665222167969,-73.90184783935547,394,26,SE,0.00015209325091989395,1.0036610466795033e-05
J001,Brooklyn,"['M', 'J', 'Z']",metrocard,40.70835876464844,-73.95775604248047,29,0,SW,1.1194680905271382e-05,0.0
J001,Brooklyn,"['M', 'J', 'Z']",omny,40.70835876464844,-73.95775604248047,9,0,SW,3.4742113154290495e-06,0.0
J003,Brooklyn,"['M', 'J']",metrocard,40.70687103271485,-73.95343017578125,1551,15,SW,0.0005987224166922729,5.790352192381749e-06
J003,Brooklyn,"['M', 'J']",omny,40.70687103271485,-73.95343017578125,1752,21,SW,0.0006763131360701883,8.10649306933445e-06
J005,Brooklyn,"['M', 'J']",metrocard,40.7038688659668,-73.9474105834961,619,9,SW,0.00023894853380562018,3.4742113154290495e-06
J005,Brooklyn,"['M', 'J']",omny,40.7038688659668,-73.9474105834961,643,5,SW,0.00024821309731343097,1.9301173974605833e-06
J007,Brooklyn,"['M', 'J']",metrocard,40.70026016235352,-73.94112396240234,1317,31,SE,0.0005083929224911175,1.1966727864255616e-05
J007,Brooklyn,"['M', 'J']",omny,40.70026016235352,-73.94112396240234,853,26,SE,0.00032927802800677546,1.0036610466795033e-05
J009,Brooklyn,"['M', 'J', 'Z']",metrocard,40.697208404541016,-73.93565368652344,1762,31,SE,0.0006801733708651095,1.1966727864255616e-05
J009,Brooklyn,"['M', 'J', 'Z']",omny,40.697208404541016,-73.93565368652344,2888,60,SE,0.0011148358087732328,2.3161408769526997e-05
J012,Brooklyn,['J'],metrocard,40.69334030151367,-73.92881774902344,841,19,SE,0.0003246457462528701,7.334446110350216e-06
J012,Brooklyn,['J'],omny,40.69334030151367,-73.92881774902344,1317,33,SE,0.0005083929224911175,1.2738774823239849e-05
J013,Brooklyn,"['J', 'Z']",metrocard,40.68962860107422,-73.92227172851562,1004,25,SE,0.0003875675734100851,9.650586987302915e-06
J013,Brooklyn,"['J', 'Z']",omny,40.68962860107422,-73.92227172851562,1684,23,SE,0.0006500635394647244,8.878540028318682e-06
J016,Brooklyn,['J'],metrocard,40.686370849609375,-73.91655731201172,1076,12,SE,0.0004153612639335175,4.632281753905399e-06
J016,Brooklyn,['J'],omny,40.686370849609375,-73.91655731201172,1398,24,SE,0.000539660824329979,9.264563507810799e-06
J017,Brooklyn,"['J', 'Z']",metrocard,40.682891845703125,-73.91045379638672,483,3,SE,0.00018644934059469233,1.1580704384763498e-06
J017,Brooklyn,"['J', 'Z']",omny,40.682891845703125,-73.91045379638672,576,3,SE,0.00022234952418745917,1.1580704384763498e-06
J020,Brooklyn,['J'],metrocard,40.6769905090332,-73.89865112304688,528,78,SE,0.00020382039717183758,3.0109831400385097e-05
J020,Brooklyn,['J'],omny,40.6769905090332,-73.89865112304688,184,51,SE,7.102832022654946e-05,1.968719745409795e-05
J021,Brooklyn,"['J', 'Z']",metrocard,40.67802429199219,-73.89168548583984,571,1,SE,0.0002204194067899986,3.8602347949211665e-07
J021,Brooklyn,"['J', 'Z']",omny,40.67802429199219,-73.89168548583984,341,2,SE,0.00013163400650681177,7.720469589842333e-07
J022,Brooklyn,['J'],metrocard,40.67994689941406,-73.88463592529297,534,1,SE,0.00020613653804879027,3.8602347949211665e-07
J022,Brooklyn,['J'],omny,40.67994689941406,-73.88463592529297,302,0,SE,0.00011657909080661922,0.0
J023,Brooklyn,"['J', 'Z']",metrocard,40.68141174316406,-73.88003540039062,558,0,SE,0.00021540110155660107,0.0
J023,Brooklyn,"['J', 'Z']",omny,40.68141174316406,-73.88003540039062,285,0,SE,0.00011001669165525324,0.0
J024,Brooklyn,"['J', 'Z']",metrocard,40.68319320678711,-73.87378692626953,1018,7,SE,0.0003929719021229747,2.7021643564448164e-06
J024,Brooklyn,"['J', 'Z']",omny,40.68319320678711,-73.87378692626953,532,12,SE,0.00020536449108980604,4.632281753905399e-06
J025,Brooklyn,['J'],metrocard,40.68994140625,-73.87255096435547,356,13,SE,0.0001374243586991935,5.0183052333975165e-06
J025,Brooklyn,['J'],omny,40.68994140625,-73.87255096435547,174,3,SE,6.716808543162829e-05,1.1580704384763498e-06
J028,Queens,"['J', 'Z']",metrocard,40.69132232666016,-73.86714172363281,428,0,SE,0.00018788171704574438,0.0
J028,Queens,"['J', 'Z']",omny,40.69132232666016,-73.86714172363281,215,0,SE,9.437983449727814e-05,0.0
J030,Queens,['J'],metrocard,40.69243621826172,-73.8600082397461,1133,4,SE,0.0004973597790019354,1.7559038976237793e-06
J030,Queens,['J'],omny,40.69243621826172,-73.8600082397461,591,4,SE,0.00025943480087391337,1.7559038976237793e-06
J031,Queens,"['J', 'Z']",metrocard,40.693878173828125,-73.85157775878906,641,66,SE,0.0002813835995942106,2.8972414310792356e-05
J031,Queens,"['J', 'Z']",omny,40.693878173828125,-73.85157775878906,356,35,SE,0.00015627544688851634,1.5364159104208067e-05
J034,Queens,"['J', 'Z']",metrocard,40.6951789855957,-73.84432983398438,806,4,SE,0.0003538146353711915,1.7559038976237793e-06
J034,Queens,"['J', 'Z']",omny,40.6951789855957,-73.84432983398438,435,6,SE,0.00019095454886658599,2.633855846435669e-06
J035,Queens,['J'],metrocard,40.69741821289063,-73.83634185791016,599,32,SE,0.00026294660866916093,1.4047231180990234e-05
J035,Queens,['J'],omny,40.69741821289063,-73.83634185791016,276,12,SE,0.00012115736893604077,5.267711692871338e-06
J037,Queens,"['J', 'Z']",metrocard,40.70049285888672,-73.82829284667969,721,59,SE,0.0003165016775466862,2.5899582489950744e-05
J037,Queens,"['J', 'Z']",omny,40.70049285888672,-73.82829284667969,365,38,SE,0.00016022623065816986,1.6681087027425903e-05
K017,Brooklyn,['M'],metrocard,40.69785690307617,-73.92739868164062,437,1,SE,0.00016869226053805496,3.8602347949211665e-07
K017,Brooklyn,['M'],omny,40.69785690307617,-73.92739868164062,670,9,SE,0.00025863573125971815,3.4742113154290495e-06
K019,Brooklyn,['M'],metrocard,40.69866561889648,-73.91970825195312,659,7,SE,0.00025438947298530483,2.7021643564448164e-06
K019,Brooklyn,['M'],omny,40.69866561889648,-73.91970825195312,571,3,SE,0.0002204194067899986,1.1580704384763498e-06
K022,Queens,['M'],metrocard,40.702762603759766,-73.9077377319336,354,2,SE,0.00015539749493970444,8.779519488118896e-07
K022,Queens,['M'],omny,40.702762603759766,-73.9077377319336,418,12,SE,0.00018349195730168493,5.267711692871338e-06
K024,Queens,['M'],metrocard,40.70442199707031,-73.903076171875,683,9,SE,0.0002998205905192603,3.950783769653503e-06
K024,Queens,['M'],omny,40.70442199707031,-73.903076171875,723,17,SE,0.00031737962949549806,7.462591564901062e-06
K025,Queens,['M'],metrocard,40.70618438720703,-73.8958740234375,1091,22,SE,0.00047892278807688577,9.657471436930785e-06
K025,Queens,['M'],omny,40.70618438720703,-73.8958740234375,1050,26,SE,0.00046092477312624204,1.1413375334554565e-05
K026,Queens,['M'],metrocard,40.71139526367188,-73.88960266113281,849,114,SE,0.0003726906022706471,5.0043261082277707e-05
K026,Queens,['M'],omny,40.71139526367188,-73.88960266113281,459,102,SE,0.00020148997225232865,4.477554938940637e-05
N002A,Manhattan,['A'],metrocard,40.868072509765625,-73.9198989868164,2341,131,NE,0.0014665411242312562,8.206616286813095e-05
N002A,Manhattan,['A'],omny,40.868072509765625,-73.9198989868164,1730,114,NE,0.0010837745172661568,7.141635547303e-05
N003,Manhattan,['A'],metrocard,40.8654899597168,-73.9272689819336,1804,11,NE,0.0011301325023977727,6.8910518438888585e-06
N003,Manhattan,['A'],omny,40.8654899597168,-73.9272689819336,1979,21,NE,0.0012397628726414592,1.3155644429242366e-05
N006A,Manhattan,['A'],metrocard,40.8590202331543,-73.9341812133789,1161,8,NE,0.0007273191991595423,5.011674068282806e-06
N006A,Manhattan,['A'],omny,40.8590202331543,-73.9341812133789,1300,12,NE,0.000814397036095956,7.51751110242421e-06
N007A,Manhattan,['A'],metrocard,40.8516960144043,-73.9379653930664,2111,20,NE,0.0013224554947681255,1.2529185170707016e-05
N007A,Manhattan,['A'],omny,40.8516960144043,-73.9379653930664,2371,23,NE,0.0014853349019873167,1.4408562946313068e-05
N010,Manhattan,['A'],metrocard,40.847389221191406,-73.93970489501953,2897,34,NE,0.0018148524719769112,2.1299614790201926e-05
N010,Manhattan,['A'],omny,40.847389221191406,-73.93970489501953,2936,40,NE,0.00183928438305979,2.5058370341414033e-05
N016A,Manhattan,['C'],metrocard,40.83601379394531,-73.93989562988281,1118,1,NE,0.0007003814510425222,6.264592585353507e-07
N016A,Manhattan,['C'],omny,40.83601379394531,-73.93989562988281,972,8,NE,0.0006089183992963609,5.011674068282806e-06
N017,Manhattan,['C'],metrocard,40.83051681518555,-73.94151306152344,706,6,NE,0.00044228023652595765,3.758755551212105e-06
N017,Manhattan,['C'],omny,40.83051681518555,-73.94151306152344,624,5,NE,0.0003909105773260589,3.132296292676754e-06
N019,Manhattan,"['C', 'B', 'A', 'D']",metrocard,40.82478332519531,-73.9442138671875,6143,60,NW,0.00384833922518266,3.758755551212105e-05
N019,Manhattan,"['C', 'B', 'A', 'D']",omny,40.82478332519531,-73.9442138671875,6093,72,NW,0.0038170162622558922,4.5105066614545256e-05
N024,Manhattan,"['C', 'B']",metrocard,40.8178939819336,-73.94764709472656,1128,9,NW,0.0007066460436278757,5.638133326818157e-06
N024,Manhattan,"['C', 'B']",omny,40.8178939819336,-73.94764709472656,1138,8,NW,0.0007129106362132292,5.011674068282806e-06
N026,Manhattan,"['C', 'B', 'A', 'D']",metrocard,40.81110763549805,-73.95234680175781,6735,218,NW,0.0042192031062355875,0.00013656811836070646
N026,Manhattan,"['C', 'B', 'A', 'D']",omny,40.81110763549805,-73.95234680175781,6879,264,NW,0.004309413239464678,0.0001653852442533326
N030,Manhattan,"['C', 'B']",metrocard,40.805084228515625,-73.95487976074219,1545,15,NW,0.0009678795544371169,9.396888878030262e-06
N030,Manhattan,"['C', 'B']",omny,40.805084228515625,-73.95487976074219,1934,21,NW,0.0012115722060073685,1.3155644429242366e-05
N035,Manhattan,"['C', 'B']",metrocard,40.80060195922852,-73.95816040039062,1729,11,NW,0.0010831480580076214,6.8910518438888585e-06
N035,Manhattan,"['C', 'B']",omny,40.80060195922852,-73.95816040039062,3025,31,NW,0.001895039257069436,1.9420237014595874e-05
N037,Manhattan,"['C', 'B']",metrocard,40.79609298706055,-73.96145629882812,1152,2,NW,0.0007216810658327241,1.2529185170707015e-06
N037,Manhattan,"['C', 'B']",omny,40.79609298706055,-73.96145629882812,1742,13,NW,0.0010912920283685811,8.14397036095956e-06
N040,Manhattan,"['C', 'B']",metrocard,40.79164123535156,-73.9646987915039,1922,103,NW,0.0012040546949049441,6.452530362914113e-05
N040,Manhattan,"['C', 'B']",omny,40.79164123535156,-73.9646987915039,3151,201,NW,0.0019739731236448903,0.00012591831096560552
